Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,status
1319,0.11,0.96,6,267,4,0,0,sales,medium,left
1320,0.4,0.52,2,143,3,0,0,sales,medium,left
1321,0.1,0.86,6,306,4,0,0,sales,high,left
1322,0.62,0.89,3,131,4,0,0,sales,low,left
1323,0.78,0.86,4,249,5,0,0,sales,medium,left
1324,0.37,0.52,2,144,3,0,0,sales,medium,left
1325,0.76,0.82,4,254,5,1,0,sales,medium,left
1326,0.42,0.53,2,131,3,0,0,accounting,medium,left
1327,0.1,0.77,6,272,4,0,0,accounting,low,left
1328,0.42,0.47,2,157,3,0,0,accounting,low,left
1329,0.1,0.96,7,301,4,0,0,hr,low,left
1330,0.1,0.81,6,252,4,0,0,hr,low,left
1331,0.42,0.47,2,130,3,0,0,hr,low,left
1332,0.09,0.86,6,297,4,0,0,hr,low,left
1333,0.1,0.8,6,248,4,0,0,technical,low,left
1334,0.11,0.89,7,257,4,0,0,technical,low,left
1335,0.44,0.53,2,147,3,0,0,technical,low,left
1336,0.87,0.9,3,307,5,0,0,technical,low,left
1337,0.44,0.46,2,154,3,0,0,technical,low,left
1338,0.41,0.56,2,143,3,0,0,technical,low,left
1339,0.51,0.79,4,134,3,0,0,technical,low,left
1340,0.89,0.96,5,221,5,0,0,technical,low,left
1341,0.1,0.96,6,275,4,0,0,technical,low,left
1342,0.9,0.94,5,247,5,0,0,technical,low,left
1343,0.36,0.55,2,131,3,0,0,technical,low,left
1344,0.44,0.54,2,150,3,0,0,support,low,left
1345,0.39,0.57,2,150,3,0,0,support,low,left
1346,0.38,1.0,5,137,4,0,0,support,low,left
1347,0.73,0.95,4,223,6,0,0,support,low,left
1348,0.1,0.96,6,292,4,0,0,support,medium,left
1349,0.89,0.83,5,130,4,1,0,support,medium,left
1350,0.87,0.85,5,221,6,0,0,support,medium,left
1351,0.84,0.89,4,245,5,1,0,support,medium,left
1352,0.11,0.77,6,274,4,0,0,support,medium,left
1353,0.74,1.0,5,248,5,0,0,support,medium,left
1354,0.79,0.97,4,243,5,0,0,support,medium,left
1355,0.1,0.92,7,273,4,0,0,technical,medium,left
1356,0.83,0.95,5,221,5,0,0,technical,medium,left
1357,0.1,0.79,6,271,4,0,0,technical,medium,left
1358,0.45,0.5,2,157,3,0,0,management,medium,left
1359,0.29,0.48,2,249,4,0,0,IT,medium,left
1360,0.46,0.46,2,145,3,0,0,IT,high,left
1361,0.11,0.83,6,262,5,0,0,IT,low,left
1362,0.75,0.89,5,272,5,0,0,IT,medium,left
1363,0.4,0.5,2,129,3,0,0,IT,medium,left
1364,0.37,0.46,2,134,3,0,0,product_mng,medium,left
1365,0.41,0.52,2,147,3,0,0,product_mng,medium,left
1366,0.1,0.83,6,293,4,0,0,product_mng,low,left
1367,0.39,0.52,2,129,3,0,0,product_mng,low,left
1368,0.4,0.45,2,140,3,0,0,IT,low,left
1369,0.41,0.52,2,132,3,0,0,RandD,low,left
1370,0.11,0.89,6,284,4,0,0,RandD,low,left
1371,0.74,0.99,5,263,5,0,0,RandD,low,left
1372,0.42,0.46,2,143,3,0,0,RandD,low,left
1373,0.88,0.88,4,265,5,0,0,RandD,low,left
1374,0.37,0.53,2,147,3,0,0,RandD,low,left
1375,0.78,0.81,4,253,5,0,0,marketing,low,left
1376,0.46,0.5,2,141,3,0,0,sales,low,left
1377,0.74,1.0,5,222,6,0,0,accounting,low,left
1378,0.11,0.86,6,273,4,1,0,support,low,left
1379,0.8,0.87,5,240,6,0,0,technical,low,left
1380,0.37,0.48,2,154,3,0,0,management,low,left
1381,0.87,0.92,4,253,6,0,0,marketing,low,left
1382,0.9,0.84,5,221,5,0,0,marketing,low,left
1383,0.1,0.88,6,263,4,0,0,marketing,low,left
1384,0.43,0.46,2,145,3,0,0,sales,low,left
1385,0.11,0.91,6,279,4,0,0,sales,low,left
1386,0.4,0.46,2,146,3,0,0,sales,low,left
1387,0.09,0.93,7,270,4,0,0,sales,medium,left
1388,0.4,0.5,2,135,3,0,0,sales,medium,left
1389,0.14,0.7,5,236,3,0,0,sales,medium,left
1390,0.4,0.49,2,151,3,0,0,sales,medium,left
1391,0.11,0.79,6,244,4,1,0,sales,medium,left
1392,0.72,1.0,4,169,3,0,0,sales,medium,left
1393,0.39,0.57,2,157,3,0,0,sales,medium,left
1394,0.82,0.93,4,246,5,0,0,sales,medium,left
1395,0.41,0.52,2,142,3,0,0,sales,medium,left
1396,0.45,0.51,2,156,3,0,0,sales,medium,left
1397,0.2,0.7,6,281,5,0,0,sales,medium,left
1398,0.43,0.53,2,146,3,0,0,sales,medium,left
1399,0.39,0.55,2,156,3,0,0,sales,high,left
1400,0.11,0.86,6,299,4,1,0,sales,low,left
1401,0.45,0.47,2,136,3,0,0,sales,medium,left
1402,0.11,0.87,6,272,4,0,0,sales,medium,left
1403,0.84,0.86,5,240,5,0,0,accounting,medium,left
1404,0.86,0.96,5,245,6,0,0,accounting,medium,left
1405,0.79,0.93,5,269,5,0,0,accounting,low,left
1406,0.39,0.57,2,130,3,0,0,hr,low,left
1407,0.15,0.62,4,257,3,0,0,hr,low,left
1408,0.81,1.0,4,241,5,0,0,hr,low,left
1409,0.39,0.53,2,136,3,0,0,hr,low,left
1410,0.92,0.94,4,219,5,0,0,technical,low,left
1411,0.9,0.98,5,271,5,0,0,technical,low,left
1412,0.32,0.6,2,280,4,0,0,technical,low,left
1413,0.46,0.46,2,140,3,0,0,technical,low,left
1414,0.83,0.98,4,254,5,0,0,technical,low,left
1415,0.39,0.47,2,131,3,0,0,technical,low,left
1416,0.2,0.9,6,138,3,0,0,technical,low,left
1417,0.11,0.85,6,295,4,0,0,technical,low,left
1418,0.11,0.96,6,301,5,0,0,technical,low,left
1419,0.1,0.95,7,296,4,0,0,technical,low,left
1420,0.75,0.87,5,246,5,0,0,technical,low,left
1421,0.44,0.57,2,145,3,0,0,support,low,left
1422,0.86,0.93,5,241,5,1,0,support,low,left
1423,0.1,0.82,6,269,4,0,0,support,low,left
1424,0.39,0.49,2,146,3,0,0,support,low,left
1425,0.45,0.48,2,149,3,0,0,support,low,left
1426,0.1,0.94,7,287,4,0,0,support,medium,left
1427,0.36,0.55,2,138,3,0,0,support,medium,left
1428,0.57,0.61,4,158,5,0,0,support,medium,left
1429,0.09,0.87,6,266,4,0,0,support,medium,left
1430,0.87,0.91,4,255,5,0,0,support,medium,left
1431,0.43,0.52,2,156,3,0,0,support,medium,left
1432,0.36,0.5,2,147,3,0,0,technical,medium,left
1433,0.91,0.99,5,265,5,1,0,technical,medium,left
1434,0.41,0.48,2,136,3,0,0,technical,medium,left
1435,0.37,0.52,2,140,3,0,0,management,medium,left
1436,0.43,0.45,2,146,3,0,0,IT,medium,left
1437,0.43,0.57,2,142,3,0,0,IT,medium,left
1438,0.4,0.53,2,155,3,0,0,IT,high,left
1439,0.1,0.89,7,285,4,0,0,IT,low,left
1440,0.76,0.99,4,253,5,1,0,IT,medium,left
1441,0.82,0.93,4,248,5,0,0,product_mng,medium,left
1442,0.11,0.83,7,255,5,0,0,product_mng,medium,left
1443,0.43,0.52,2,154,3,1,0,product_mng,medium,left
1444,0.11,0.88,7,305,4,0,0,product_mng,low,left
1445,0.41,0.48,2,141,3,0,0,IT,low,left
1446,0.73,0.87,5,252,5,0,0,RandD,low,left
1447,0.37,0.57,2,157,3,0,0,RandD,low,left
1448,0.11,0.89,6,250,4,0,0,RandD,low,left
1449,0.46,0.52,2,131,3,0,0,RandD,low,left
1450,0.41,0.5,2,149,3,0,0,RandD,low,left
1451,0.78,0.78,4,260,5,0,0,RandD,low,left
1452,0.78,0.86,5,260,6,0,0,marketing,low,left
1453,0.72,0.86,5,251,5,0,0,sales,low,left
1454,0.63,0.83,6,242,5,0,0,accounting,low,left
1455,0.55,1.0,6,136,3,0,0,support,low,left
1456,0.45,0.55,2,155,3,0,0,technical,low,left
1457,0.39,0.51,2,155,3,0,0,management,low,left
1458,0.1,0.81,6,248,4,0,0,marketing,low,left
1459,0.4,0.5,2,136,3,0,0,marketing,low,left
1460,0.39,0.54,2,133,3,0,0,marketing,low,left
1461,0.78,0.45,4,128,2,0,0,sales,low,left
1462,0.42,0.53,2,142,3,0,0,sales,low,left
1463,0.39,0.54,2,149,3,0,0,sales,low,left
1464,0.46,0.57,2,145,3,0,0,sales,low,left
1465,0.1,0.92,6,279,4,0,0,sales,medium,left
1466,0.45,0.47,2,146,3,0,0,sales,medium,left
1467,0.1,0.83,6,264,4,1,0,sales,medium,left
1468,0.1,0.89,7,272,4,0,0,sales,medium,left
1469,0.78,0.86,5,256,5,0,0,sales,medium,left
1470,0.4,0.65,2,296,5,0,0,sales,medium,left
1471,0.45,0.51,2,155,3,1,0,sales,medium,left
1472,0.39,0.56,2,130,3,0,0,sales,medium,left
1473,0.43,0.48,2,157,3,0,0,sales,medium,left
1474,0.09,0.96,6,245,4,0,0,sales,medium,left
1475,0.79,0.86,5,226,5,0,0,sales,medium,left
1476,0.44,0.47,2,156,3,1,0,sales,medium,left
1477,0.79,0.95,5,228,5,0,0,sales,high,left
1478,0.38,0.46,2,155,3,0,0,sales,low,left
1479,0.36,0.56,2,159,3,0,0,sales,medium,left
1480,0.39,0.57,2,142,3,0,0,accounting,medium,left
1481,0.09,0.93,6,271,4,0,0,accounting,medium,left
1482,0.16,0.65,4,277,5,0,0,accounting,medium,left
1483,0.09,0.77,6,310,4,0,0,hr,low,left
1484,0.11,0.87,6,254,4,0,0,hr,low,left
1485,0.44,0.56,2,142,3,0,0,hr,low,left
1486,0.11,0.88,7,253,4,0,0,hr,low,left
1487,0.11,0.97,6,260,4,0,0,technical,low,left
1488,0.45,0.52,2,147,3,0,0,technical,low,left
1489,0.1,0.96,7,288,4,0,0,technical,low,left
1490,0.4,0.46,2,160,3,0,0,technical,low,left
1491,0.38,0.55,2,130,3,0,0,technical,low,left
1492,0.39,0.56,2,133,3,0,0,technical,low,left
1493,0.38,0.55,2,160,3,0,0,technical,low,left
1494,0.38,0.45,2,151,3,0,0,technical,low,left
1495,0.17,0.75,3,188,4,0,0,technical,low,left
1496,0.79,0.84,5,247,5,0,0,technical,low,left
1497,0.1,0.85,7,259,4,0,0,technical,low,left
1498,0.37,0.48,2,129,3,0,0,support,low,left
1499,0.42,0.49,2,152,3,0,0,support,low,left
1500,0.44,0.48,2,128,3,0,0,support,low,left
1501,0.11,0.83,6,253,4,0,0,support,low,left
1502,0.39,0.48,2,151,3,0,0,support,low,left
1503,0.1,0.83,5,271,5,0,0,support,low,left
1504,0.4,0.46,2,155,3,0,0,support,medium,left
1505,0.86,0.91,5,245,5,0,0,support,medium,left
1506,0.37,0.46,2,157,3,0,0,support,medium,left
1507,0.4,0.51,2,160,3,0,0,support,medium,left
1508,0.43,0.48,2,149,3,0,0,support,medium,left
1509,0.88,0.88,5,248,5,0,0,technical,medium,left
1510,0.44,0.52,2,128,3,0,0,technical,medium,left
1511,0.87,1.0,4,224,5,0,0,technical,medium,left
1512,0.4,0.46,2,156,3,0,0,management,medium,left
1513,0.45,0.52,2,143,3,0,0,IT,medium,left
1514,0.84,0.93,4,250,5,0,0,IT,medium,left
1515,0.1,0.68,3,179,3,0,0,IT,medium,left
1516,0.72,0.99,5,257,5,0,0,IT,high,left
1517,0.4,0.5,2,127,3,0,0,IT,low,left
1518,0.45,0.5,2,145,3,0,0,product_mng,medium,left
1519,0.89,0.98,5,274,5,0,0,product_mng,medium,left
1520,0.4,0.55,2,131,3,0,0,product_mng,medium,left
1521,0.38,0.53,2,136,3,0,0,product_mng,medium,left
1522,0.38,0.47,2,140,3,1,0,IT,low,left
1523,0.1,0.82,7,265,4,0,0,RandD,low,left
1524,0.42,0.48,2,148,3,1,0,RandD,low,left
1525,0.74,0.86,5,262,5,0,0,RandD,low,left
1526,0.1,0.8,6,261,4,0,0,RandD,low,left
1527,0.82,0.9,5,248,5,0,0,RandD,low,left
1528,0.38,0.55,2,131,3,0,0,marketing,low,left
1529,0.41,0.56,2,160,3,0,0,sales,low,left
1530,0.4,0.47,2,152,3,0,0,accounting,low,left
1531,0.83,0.98,4,249,5,0,0,support,low,left
1532,0.36,0.57,2,144,3,0,0,technical,low,left
1533,0.75,0.98,4,245,5,0,0,management,low,left
1534,0.44,0.53,2,146,3,0,0,marketing,low,left
1535,0.1,0.94,6,297,5,0,0,marketing,low,left
1536,0.39,0.52,2,148,3,1,0,marketing,low,left
1537,0.09,0.84,7,260,4,0,0,sales,low,left
1538,0.4,0.57,2,152,3,0,0,sales,low,left
1539,0.41,0.54,2,135,3,0,0,sales,low,left
1540,0.83,0.92,4,235,5,0,0,sales,low,left
1541,0.42,0.47,2,145,3,0,0,sales,low,left
1542,0.61,0.46,5,220,4,0,0,sales,low,left
1543,0.44,0.52,2,128,3,0,0,sales,medium,left
1544,0.77,0.81,5,237,5,0,0,sales,medium,left
1545,0.81,0.95,4,275,5,0,0,sales,medium,left
1546,0.1,0.78,6,310,4,0,0,sales,medium,left
1547,0.73,0.84,5,251,6,0,0,sales,medium,left
1548,0.09,0.83,6,250,4,0,0,sales,medium,left
1549,0.9,0.99,4,259,6,0,0,sales,medium,left
1550,0.88,1.0,4,259,5,0,0,sales,medium,left
1551,0.09,0.87,7,305,4,0,0,sales,medium,left
1552,0.4,0.56,2,130,3,1,0,sales,medium,left
1553,0.17,0.55,6,250,5,0,0,sales,medium,left
1554,0.82,0.82,5,220,6,0,0,sales,medium,left
1555,0.9,0.83,4,266,5,0,0,sales,high,left
1556,0.83,0.92,4,255,5,0,0,accounting,low,left
1557,0.44,0.5,2,154,3,0,0,accounting,medium,left
1558,0.5,0.85,4,138,3,0,0,accounting,medium,left
1559,0.14,0.61,6,291,5,0,0,hr,medium,left
1560,0.77,0.82,4,217,5,0,0,hr,medium,left
1561,0.09,0.83,6,286,4,0,0,hr,low,left
1562,0.11,0.88,6,290,4,0,0,hr,low,left
1563,0.44,0.57,2,148,3,0,0,technical,low,left
1564,0.43,0.52,2,146,3,0,0,technical,low,left
1565,0.12,0.8,5,136,2,0,0,technical,low,left
1566,0.1,0.86,7,261,5,0,0,technical,low,left
1567,0.1,0.96,6,274,4,0,0,technical,low,left
1568,0.4,0.48,2,132,3,0,0,technical,low,left
1569,0.41,0.47,2,145,3,0,0,technical,low,left
1570,0.37,0.48,2,153,3,0,0,technical,low,left
1571,0.4,0.48,2,139,3,0,0,technical,low,left
1572,0.74,0.96,4,231,5,0,0,technical,low,left
1573,0.39,0.48,2,154,3,0,0,technical,low,left
1574,0.11,0.9,5,307,4,0,0,support,low,left
1575,0.36,0.51,2,129,3,0,0,support,low,left
1576,0.8,0.83,5,275,5,0,0,support,low,left
1577,0.6,0.85,3,250,2,0,0,support,low,left
1578,0.36,0.54,2,158,3,0,0,support,low,left
1579,0.1,0.96,6,310,5,0,0,support,low,left
1580,0.65,0.86,2,181,2,0,0,support,low,left
1581,0.49,0.73,4,244,3,0,0,support,low,left
1582,0.73,0.96,5,256,6,1,0,support,medium,left
1583,0.11,0.8,6,259,5,0,0,support,medium,left
1584,0.73,0.91,4,247,5,0,0,support,medium,left
1585,0.43,0.46,2,129,3,0,0,technical,medium,left
1586,0.73,0.93,5,229,5,0,0,technical,medium,left
1587,0.76,0.85,5,236,6,0,0,technical,medium,left
1588,0.09,0.96,6,281,4,0,0,management,medium,left
1589,0.9,0.81,5,264,5,0,0,IT,medium,left
1590,0.1,0.81,6,308,4,0,0,IT,medium,left
1591,0.43,0.48,2,147,3,0,0,IT,medium,left
1592,0.41,0.55,2,159,3,0,0,IT,medium,left
1593,0.41,0.57,2,154,3,0,0,IT,medium,left
1594,0.1,0.87,6,307,4,0,0,product_mng,high,left
1595,0.4,0.46,2,132,3,0,0,product_mng,low,left
1596,0.4,0.53,2,152,3,0,0,product_mng,medium,left
1597,0.36,0.48,5,310,3,0,0,product_mng,medium,left
1598,0.83,0.95,5,230,5,0,0,IT,medium,left
1599,0.83,0.94,5,273,5,0,0,RandD,medium,left
1600,0.41,0.51,2,144,3,0,0,RandD,low,left
1601,0.11,0.93,7,296,4,0,0,RandD,low,left
1602,0.68,0.62,5,198,5,1,0,RandD,low,left
1603,0.43,0.53,2,157,3,0,0,RandD,low,left
1604,0.44,0.51,2,145,3,0,0,marketing,low,left
1605,0.87,0.94,5,219,5,0,0,marketing,low,left
1606,0.43,0.54,2,153,3,0,0,sales,low,left
1607,0.89,0.48,3,178,5,0,0,accounting,low,left
1608,0.83,0.88,5,239,5,0,0,support,low,left
1609,0.11,0.87,6,278,5,0,0,technical,low,left
1610,0.85,1.0,6,260,3,1,0,management,low,left
1611,0.89,0.97,4,264,5,0,0,marketing,low,left
1612,0.09,0.92,7,301,4,0,0,marketing,low,left
1613,0.43,0.55,4,134,3,0,0,marketing,low,left
1614,0.42,0.46,2,147,3,0,0,sales,low,left
1615,0.43,0.54,2,130,3,0,0,sales,low,left
1616,0.1,0.93,6,307,4,0,0,sales,low,left
1617,0.37,0.46,2,156,3,0,0,sales,low,left
1618,0.76,0.98,4,237,5,0,0,sales,low,left
1619,0.88,0.89,4,254,5,0,0,sales,low,left
1620,0.39,0.48,2,151,3,0,0,sales,low,left
1621,0.45,0.54,2,131,3,0,0,sales,medium,left
1622,0.91,0.95,5,241,5,0,0,sales,medium,left
1623,0.86,0.85,5,267,5,0,0,sales,medium,left
1624,0.39,0.53,2,153,3,0,0,sales,medium,left
1625,0.89,1.0,4,217,5,0,0,sales,medium,left
1626,0.11,0.86,6,254,4,0,0,sales,medium,left
1627,0.1,0.87,6,265,5,0,0,sales,medium,left
1628,0.38,0.57,2,146,3,0,0,sales,medium,left
1629,0.4,0.54,2,156,3,0,0,sales,medium,left
1630,0.86,0.97,5,269,5,0,0,sales,medium,left
1631,0.1,0.86,6,288,4,0,0,sales,medium,left
1632,0.1,0.85,6,283,4,0,0,sales,medium,left
1633,0.42,0.5,2,128,3,0,0,accounting,high,left
1634,0.36,0.46,2,130,3,0,0,accounting,low,left
1635,0.39,0.48,2,127,3,0,0,accounting,medium,left
1636,0.43,0.47,2,137,3,0,0,hr,medium,left
1637,0.36,0.49,2,133,3,0,0,hr,medium,left
1638,0.09,0.91,6,275,4,0,0,hr,medium,left
1639,0.42,0.55,2,146,3,0,0,hr,low,left
1640,0.42,0.46,2,135,3,0,0,technical,low,left
1641,0.91,0.89,5,217,5,0,0,technical,low,left
1642,0.41,0.56,2,154,3,0,0,technical,low,left
1643,0.11,0.78,6,247,4,0,0,technical,low,left
1644,0.09,0.83,6,295,5,0,0,technical,low,left
1645,0.83,1.0,5,224,5,0,0,technical,low,left
1646,0.11,0.78,6,281,4,0,0,technical,low,left
1647,0.1,0.93,7,258,4,0,0,technical,low,left
1648,0.42,0.55,2,150,3,0,0,technical,low,left
1649,0.1,0.97,7,282,4,0,0,technical,low,left
1650,0.38,0.51,2,138,3,0,0,technical,low,left
1651,0.77,0.98,4,238,6,0,0,support,low,left
1652,0.11,0.85,7,244,4,0,0,support,low,left
1653,0.87,0.97,5,250,6,0,0,support,low,left
1654,0.1,0.88,7,282,4,0,0,support,low,left
1655,0.1,0.89,7,253,4,0,0,support,low,left
1656,0.09,0.9,6,256,4,0,0,support,low,left
1657,0.84,0.85,5,260,5,0,0,support,low,left
1658,0.11,0.86,6,245,4,0,0,support,low,left
1659,0.81,0.97,5,230,5,0,0,support,low,left
1660,0.77,0.85,5,276,5,0,0,support,medium,left
1661,0.42,0.47,2,137,3,0,0,support,medium,left
1662,0.36,0.56,2,140,3,0,0,technical,medium,left
1663,0.81,0.83,5,269,6,0,0,technical,medium,left
1664,0.37,0.46,2,130,3,1,0,technical,medium,left
1665,0.1,0.96,6,264,4,0,0,management,medium,left
1666,0.14,0.55,6,175,5,0,0,IT,medium,left
1667,0.41,0.51,2,159,3,0,0,IT,medium,left
1668,0.44,0.55,2,128,3,0,1,IT,medium,left
1669,0.82,0.94,5,232,5,1,0,IT,medium,left
1670,0.67,0.54,3,166,5,0,0,IT,medium,left
1671,0.44,0.57,2,141,3,0,0,product_mng,medium,left
1672,0.42,0.54,2,143,3,0,0,product_mng,high,left
1673,0.84,0.83,4,239,5,0,0,product_mng,low,left
1674,0.86,1.0,4,232,5,0,0,product_mng,medium,left
1675,0.56,0.86,5,252,2,0,0,IT,medium,left
1676,0.09,0.93,6,255,4,0,0,RandD,medium,left
1677,0.1,0.81,7,270,4,0,0,RandD,medium,left
1678,0.39,0.54,2,149,3,0,0,RandD,low,left
1679,0.75,0.89,5,276,5,0,0,RandD,low,left
1680,0.43,0.55,2,159,3,0,0,RandD,low,left
1681,0.09,0.96,7,274,5,0,0,marketing,low,left
1682,0.83,0.94,4,264,5,0,0,sales,low,left
1683,0.59,1.0,3,156,4,0,0,accounting,low,left
1684,0.44,0.54,2,135,3,0,0,support,low,left
1685,0.38,0.49,2,128,3,0,0,technical,low,left
1686,0.76,0.98,5,242,5,0,0,management,low,left
1687,0.22,0.86,4,293,3,0,0,marketing,low,left
1688,0.4,0.46,2,141,3,0,0,marketing,low,left
1689,0.41,0.48,2,155,3,0,0,marketing,low,left
1690,0.38,0.51,2,141,3,0,0,sales,low,left
1691,0.45,0.68,4,212,4,1,0,sales,low,left
1692,0.39,0.56,2,160,3,0,0,sales,low,left
1693,0.45,0.47,2,150,3,0,0,sales,low,left
1694,0.42,0.53,2,132,3,1,0,sales,low,left
1695,0.1,0.87,6,248,4,0,0,sales,low,left
1696,0.78,0.96,5,272,5,0,0,sales,low,left
1697,0.39,0.56,2,160,3,0,0,sales,low,left
1698,0.1,0.87,7,299,4,0,0,sales,low,left
1699,0.1,0.8,6,292,4,0,0,sales,medium,left
1700,0.43,0.46,2,126,3,0,0,sales,medium,left
1701,0.38,0.45,2,132,3,0,0,sales,medium,left
1702,0.09,0.77,6,282,5,0,0,sales,medium,left
1703,0.39,0.53,2,141,3,0,0,sales,medium,left
1704,0.73,0.99,6,206,5,0,0,sales,medium,left
1705,0.38,0.49,2,140,3,0,0,sales,medium,left
1706,0.1,0.91,6,255,4,0,0,sales,medium,left
1707,0.41,0.54,2,133,3,0,0,sales,medium,left
1708,0.43,0.51,2,131,3,0,0,sales,medium,left
1709,0.79,0.96,4,257,5,0,0,accounting,medium,left
1710,0.1,0.81,6,269,4,0,0,accounting,medium,left
1711,0.11,0.97,6,254,4,0,0,accounting,high,left
1712,0.42,0.5,2,143,3,0,0,hr,low,left
1713,0.36,0.51,2,157,3,0,0,hr,medium,left
1714,0.63,0.93,5,163,3,0,0,hr,medium,left
1715,0.41,0.56,2,133,3,0,0,hr,medium,left
1716,0.36,0.46,2,157,3,0,0,technical,medium,left
1717,0.1,0.9,6,301,5,0,0,technical,low,left
1718,0.11,0.96,6,310,4,0,0,technical,low,left
1719,0.44,0.54,2,133,3,0,0,technical,low,left
1720,0.77,0.96,5,249,6,0,0,technical,low,left
1721,0.91,1.0,4,251,6,0,0,technical,low,left
1722,0.26,0.46,2,242,3,0,0,technical,low,left
1723,0.81,0.93,5,265,6,0,0,technical,low,left
1724,0.11,0.87,6,280,4,0,0,technical,low,left
1725,0.92,0.89,4,241,5,0,0,technical,low,left
1726,0.1,0.86,5,253,4,0,0,technical,low,left
1727,0.45,0.51,2,137,3,0,0,support,low,left
1728,0.11,0.94,6,266,4,0,0,support,low,left
1729,0.23,0.7,5,168,4,0,0,support,low,left
1730,0.86,0.95,4,270,5,0,0,support,low,left
1731,0.44,0.55,2,141,3,0,0,support,low,left
1732,0.41,0.56,2,133,3,0,0,support,low,left
1733,0.84,0.97,5,256,5,0,0,support,low,left
1734,0.42,0.52,2,160,3,0,0,support,low,left
1735,0.11,0.88,7,275,4,0,0,support,low,left
1736,0.38,0.46,2,160,3,0,0,support,low,left
1737,0.11,0.96,7,244,4,0,0,support,low,left
1738,0.1,0.83,6,271,4,0,0,technical,medium,left
1739,0.86,0.88,5,268,5,0,0,technical,medium,left
1740,0.91,1.0,4,253,5,1,0,technical,medium,left
1741,0.37,0.53,2,140,3,0,0,management,medium,left
1742,0.46,0.5,2,146,3,0,0,IT,medium,left
1743,0.1,0.89,6,259,5,0,0,IT,medium,left
1744,0.37,0.46,2,127,3,0,0,IT,medium,left
1745,0.4,0.48,2,161,3,0,0,IT,medium,left
1746,0.09,0.78,6,260,4,0,0,IT,medium,left
1747,0.11,0.89,6,272,4,0,0,product_mng,medium,left
1748,0.39,0.48,2,159,3,0,0,product_mng,medium,left
1749,0.89,0.96,4,219,6,0,0,product_mng,medium,left
1750,0.09,0.91,6,243,4,0,0,product_mng,high,left
1751,0.88,0.97,4,255,5,1,0,IT,low,left
1752,0.11,0.9,7,245,4,0,0,RandD,medium,left
1753,0.1,0.95,6,264,5,0,0,RandD,medium,left
1754,0.91,1.0,4,245,6,0,0,RandD,medium,left
1755,0.44,0.52,2,137,3,0,0,RandD,medium,left
1756,0.63,0.76,2,157,4,0,0,RandD,low,left
1757,0.1,0.87,7,247,4,0,0,marketing,low,left
1758,0.36,0.51,2,144,3,0,0,sales,low,left
1759,0.45,0.51,2,149,3,0,0,accounting,low,left
1760,0.73,1.0,5,253,6,0,0,support,low,left
1761,0.37,0.55,2,140,3,0,0,technical,low,left
1762,0.09,0.85,7,307,4,0,0,management,low,left
1763,0.41,0.71,3,205,4,0,0,marketing,low,left
1764,0.72,1.0,5,234,5,0,0,marketing,low,left
1765,0.36,0.54,2,127,3,0,0,marketing,low,left
1766,0.9,1.0,4,229,5,0,0,sales,low,left
1767,0.44,0.56,2,141,3,0,0,sales,low,left
1768,0.78,0.95,4,260,5,0,0,sales,low,left
1769,0.37,0.52,2,141,3,0,0,sales,low,left
1770,0.4,0.47,2,144,3,1,0,sales,low,left
1771,0.84,1.0,5,250,5,0,0,sales,low,left
1772,0.09,0.86,6,245,4,0,0,sales,low,left
1773,0.83,0.93,4,269,5,0,0,sales,low,left
1774,0.11,0.87,6,273,4,0,0,sales,low,left
1775,0.37,0.5,2,142,3,0,0,sales,low,left
1776,0.09,0.93,6,273,5,0,0,sales,low,left
1777,0.43,0.47,2,248,2,0,0,sales,medium,left
1778,0.39,0.56,2,147,3,0,0,sales,medium,left
1779,0.85,0.9,2,168,2,0,0,sales,medium,left
1780,0.38,0.52,2,128,3,0,0,sales,medium,left
1781,0.76,0.84,5,227,5,1,0,sales,medium,left
1782,0.44,0.51,2,135,3,0,0,sales,medium,left
1783,0.73,1.0,4,268,5,0,0,sales,medium,left
1784,0.43,0.53,2,136,3,0,0,sales,medium,left
1785,0.43,0.51,2,149,3,1,0,accounting,medium,left
1786,0.09,0.96,7,264,4,0,0,accounting,medium,left
1787,0.43,0.53,2,143,3,0,0,accounting,medium,left
1788,0.45,0.57,2,138,3,0,0,hr,medium,left
1789,0.42,0.48,2,146,3,0,0,hr,high,left
1790,0.41,0.46,2,150,3,1,0,hr,low,left
1791,0.44,0.55,2,156,3,0,0,hr,medium,left
1792,0.09,0.92,7,245,4,0,0,technical,medium,left
1793,0.41,0.51,2,156,3,0,0,technical,medium,left
1794,0.43,0.51,2,143,3,0,0,technical,medium,left
1795,0.38,0.51,2,159,3,0,0,technical,low,left
1796,0.85,0.96,4,217,5,0,0,technical,low,left
1797,0.88,0.91,4,234,6,0,0,technical,low,left
1798,0.44,0.46,2,138,3,0,0,technical,low,left
1799,0.11,0.92,7,265,4,0,0,technical,low,left
1800,0.38,0.5,2,145,3,0,0,technical,low,left
1801,0.09,0.78,6,263,4,0,0,technical,low,left
1802,0.11,0.79,6,264,4,0,0,technical,low,left
1803,0.11,0.88,6,253,4,0,0,support,low,left
1804,0.44,0.48,2,155,3,0,0,support,low,left
1805,0.38,0.51,2,137,3,0,0,support,low,left
1806,0.1,0.87,6,254,5,0,0,support,low,left
1807,0.45,0.57,2,143,3,0,0,support,low,left
